time,modulation_synthesize_pERK_DUSP_ERK,tBRAF,tBRAF600E,tCRAF,tRAFi,bound_RAFi,free_RAFi,bound_CRAF,active_dimer_CRAF,active_dimer_BRAF,active_BRAF_V600E_monomer,unbound_CRAF,bound_BRAF,bound_BRAF_V600E,unbound_BRAF,RAS_bound_CRAF,MEK_bound_CRAF,pCRAF,tMEK,pMEK,tMEKi,tERK,pERK,tDUSP,tmDUSP,synthesize_pERK_DUSP_ERK_kmod,msynthesize_pERK_DUSP_ksyn,tBRAF_obs,tCRAF_obs,tMEK_obs,pMEK_percent,tERK_obs,pERK_percent,tDUSP_obs,tmDUSP_obs,pCRAF_obs,Bound_CRAF_percent,Bound_BRAF_percent,Bound_BRAF_V600E_percent,Bound_RAF_percent,Active_CRAF_percent,Active_BRAF_percent,Active_RAF_percent,tBRAF_test,Mutation,Parameter_set,Drug A,Drug B,Concentration A (uM),Concentration B (uM),Time A (h),Time B (h)
-24.0,0.13365901248825776,0.0020837843010007404,0.0020837843010007404,0.018814719387572423,0.0,0.0,0.0,0.0029937185366408305,0.0029937185366408305,0.0003315629406828997,0.0017522213603178409,0.01582100085093158,0.0003315629406828997,0.0003315629406828997,0.0017522213603178409,0.0,0.016659264535023494,0.016341030462752135,0.19909924984823363,0.05595686040849164,-3.5092255660829414e-22,0.29845516989601506,0.13365901248825776,0.04274209700813184,643.3617968390963,9.65544200093077,879.1899095689874,7.134798606204214,9.335252499709641,11.694416433418223,28.10500815605563,12.099232727019569,44.78361441513175,10.155797303054928,6.466707236043435,0.8685237407019624,15.911576861562198,15.911576861562216,15.911576861562216,15.911576861562201,15.911576861562198,100.00000000000003,24.29601139538922,0.0020837843010007404,BRAF_V600E,13,Belvarafenib,Cobimetinib,0.0,0.5,24,24
-23.510204081632654,0.13365901248629403,0.0020837843010007564,0.0020837843010007564,0.01881471938757241,0.0,0.0,0.0,0.002993718536640832,0.002993718536640832,0.0003315629406829023,0.001752221360317854,0.015821000850931577,0.0003315629406829023,0.0003315629406829023,0.001752221360317854,0.0,0.016659264535023487,0.016341030462720528,0.19909924984823218,0.05595686040849041,-1.9399323724834822e-22,0.29845516989601223,0.13365901248629403,0.042742097009127004,643.3617968531277,9.65544200082024,879.189909558923,7.134798606204222,9.33525249970964,11.694416433418215,28.105008156055217,12.099232727019558,44.78361441447421,10.155797303078211,6.466707236065245,0.8685237407002832,15.911576861562217,15.911576861562216,15.911576861562216,15.911576861562217,15.911576861562217,100.0,24.296011395389296,0.0020837843010007564,BRAF_V600E,13,Belvarafenib,Cobimetinib,0.0,0.5,24,24
-23.020408163265305,0.1336590124848326,0.002083784301000816,0.002083784301000816,0.018814719387572353,0.0,0.0,0.0,0.002993718536640824,0.002993718536640824,0.0003315629406829119,0.001752221360317904,0.015821000850931532,0.0003315629406829119,0.0003315629406829119,0.001752221360317904,0.0,0.016659264535023418,0.016341030462696967,0.19909924984823105,0.05595686040849088,-1.3804777843914532e-22,0.2984551698960106,0.1336590124848326,0.04274209700986576,643.3617968585559,9.655442000737983,879.189909551433,7.13479860620425,9.335252499709636,11.69441643341821,28.10500815605561,12.099232727019553,44.78361441398479,10.155797303095495,6.466707236073682,0.8685237406990334,15.911576861562223,15.911576861562224,15.911576861562224,15.911576861562223,15.911576861562223,100.0,24.296011395389534,0.002083784301000816,BRAF_V600E,13,Belvarafenib,Cobimetinib,0.0,0.5,24,24
-22.53061224489796,0.13365901248337123,0.002083784301000876,0.002083784301000876,0.01881471938757232,0.0,0.0,0.0,0.0029937185366408167,0.0029937185366408167,0.0003315629406829215,0.0017522213603179543,0.015821000850931487,0.0003315629406829215,0.0003315629406829215,0.0017522213603179543,0.0,0.016659264535023352,0.016341030462673406,0.19909924984823,0.055956860408491335,-8.210231962994259e-23,0.29845516989600945,0.13365901248337123,0.042742097010604524,643.3617968639841,9.655442000655727,879.1899095439429,7.134798606204279,9.335252499709634,11.694416433418205,28.10500815605599,12.09923272701955,44.783614413495314,10.155797303112779,6.46670723608212,0.8685237406977827,15.911576861562212,15.911576861562224,15.911576861562224,15.911576861562214,15.911576861562212,99.99999999999999,24.29601139538976,0.002083784301000876,BRAF_V600E,13,Belvarafenib,Cobimetinib,0.0,0.5,24,24
-22.040816326530614,0.13365901248222284,0.0020837843010009303,0.0020837843010009303,0.018814719387572253,0.0,0.0,0.0,0.002993718536640809,0.002993718536640809,0.00033156294068293013,0.0017522213603179992,0.015821000850931445,0.00033156294068293013,0.00033156294068293013,0.0017522213603179992,0.0,0.01665926453502329,0.01634103046265488,0.19909924984822913,0.05595686040849185,-3.8467377491603907e-23,0.2984551698960085,0.13365901248222284,0.042742097011185226,643.3617968681906,9.655442000591089,879.1899095380572,7.1347986062043045,9.33525249970963,11.694416433418201,28.10500815605637,12.099232727019547,44.78361441311068,10.155797303126365,6.4667072360886575,0.868523740696801,15.911576861562226,15.911576861562223,15.911576861562223,15.911576861562224,15.911576861562226,99.99999999999996,24.296011395389993,0.0020837843010009303,BRAF_V600E,13,Belvarafenib,Cobimetinib,0.0,0.5,24,24
-21.551020408163264,0.13365901248215595,0.002083784301000964,0.002083784301000964,0.01881471938757222,0.0,0.0,0.0,0.0029937185366407998,0.0029937185366407998,0.00033156294068293555,0.0017522213603180289,0.015821000850931403,0.00033156294068293555,0.00033156294068293555,0.0017522213603180289,0.0,0.016659264535023238,0.016341030462653762,0.1990992498482291,0.05595686040849253,-3.736189530269684e-23,0.29845516989600934,0.13365901248215595,0.04274209701121992,643.3617968681765,9.655442000587325,879.1899095377145,7.134798606204321,9.335252499709629,11.6944164334182,28.105008156056716,12.09923272701955,44.783614413088145,10.155797303127176,6.466707236088635,0.8685237406967431,15.911576861562205,15.911576861562224,15.911576861562224,15.911576861562207,15.911576861562205,100.00000000000003,24.29601139539011,0.002083784301000964,BRAF_V600E,13,Belvarafenib,Cobimetinib,0.0,0.5,24,24
-21.06122448979592,0.133659012482089,0.0020837843010010006,0.0020837843010010006,0.018814719387572156,0.0,0.0,0.0,0.002993718536640791,0.002993718536640791,0.00033156294068294114,0.001752221360318059,0.015821000850931365,0.00033156294068294114,0.00033156294068294114,0.001752221360318059,0.0,0.016659264535023182,0.016341030462652634,0.19909924984822894,0.055956860408493195,-3.625641311378973e-23,0.29845516989601,0.133659012482089,0.0427420970112546,643.3617968681624,9.655442000583555,879.1899095373712,7.134798606204338,9.335252499709625,11.6944164334182,28.10500815605707,12.099232727019551,44.783614413065614,10.155797303127988,6.466707236088614,0.8685237406966863,15.911576861562214,15.911576861562216,15.911576861562216,15.911576861562214,15.911576861562214,99.99999999999999,24.296011395390273,0.0020837843010010006,BRAF_V600E,13,Belvarafenib,Cobimetinib,0.0,0.5,24,24
-20.571428571428573,0.1336590124820221,0.0020837843010010353,0.0020837843010010353,0.018814719387572107,0.0,0.0,0.0,0.0029937185366407824,0.0029937185366407824,0.00033156294068294656,0.0017522213603180887,0.01582100085093133,0.00033156294068294656,0.00033156294068294656,0.0017522213603180887,0.0,0.01665926453502313,0.016341030462651517,0.19909924984822888,0.05595686040849386,-3.5150930924882695e-23,0.2984551698960111,0.1336590124820221,0.042742097011289296,643.3617968681484,9.655442000579791,879.1899095370285,7.134798606204355,9.335252499709624,11.6944164334182,28.105008156057416,12.099232727019555,44.78361441304304,10.1557973031288,6.466707236088592,0.8685237406966291,15.91157686156221,15.91157686156221,15.91157686156221,15.911576861562208,15.91157686156221,100.0,24.296011395390423,0.0020837843010010353,BRAF_V600E,13,Belvarafenib,Cobimetinib,0.0,0.5,24,24
-20.081632653061224,0.1336590124819552,0.002083784301001069,0.002083784301001069,0.018814719387572062,0.0,0.0,0.0,0.0029937185366407733,0.0029937185366407733,0.00033156294068295203,0.0017522213603181182,0.01582100085093129,0.00033156294068295203,0.00033156294068295203,0.0017522213603181182,0.0,0.01665926453502308,0.016341030462650404,0.19909924984822883,0.05595686040849454,-3.404544873597562e-23,0.29845516989601195,0.1336590124819552,0.04274209701132398,643.3617968681343,9.655442000576025,879.1899095366856,7.134798606204371,9.335252499709622,11.6944164334182,28.105008156057767,12.099232727019558,44.78361441302049,10.155797303129612,6.4667072360885705,0.868523740696572,15.911576861562198,15.911576861562216,15.911576861562216,15.911576861562201,15.911576861562198,100.00000000000006,24.296011395390558,0.002083784301001069,BRAF_V600E,13,Belvarafenib,Cobimetinib,0.0,0.5,24,24
-19.591836734693878,0.13365901248188827,0.0020837843010011047,0.0020837843010011047,0.018814719387572013,0.0,0.0,0.0,0.002993718536640764,0.002993718536640764,0.0003315629406829575,0.0017522213603181481,0.01582100085093125,0.0003315629406829575,0.0003315629406829575,0.0017522213603181481,0.0,0.01665926453502303,0.016341030462649286,0.19909924984822877,0.05595686040849521,-3.293996654706852e-23,0.2984551698960128,0.13365901248188827,0.04274209701135868,643.3617968681202,9.655442000572258,879.1899095363426,7.134798606204389,9.335252499709618,11.6944164334182,28.10500815605811,12.099232727019562,44.78361441299794,10.155797303130424,6.466707236088548,0.8685237406965148,15.911576861562192,15.911576861562207,15.911576861562207,15.911576861562192,15.911576861562192,100.00000000000004,24.296011395390696,0.0020837843010011047,BRAF_V600E,13,Belvarafenib,Cobimetinib,0.0,0.5,24,24
